1298011.16		8
2113547.96		8
1354872.26		7
961944.65		5
1232066.80		7
560439.65		2
344581.45		3
47938.97		2
4016.42		38
6984.84		44
15973.38		53
10401.23		58
19514.60		62
14486.48		59
36640.18		61
23485.89		61
23270.18		57
38363.82		62
40715.41		63
33051.20		61
30649.44		61
44967.61		64
64408.80		59
74177.63		61
46509.83		66
22490.28		67
17243.13		57
18736.09		47
4473.74		46
4239.50		27
2432.08		21
1954.39		6
390.79		24
372.59		10
97.83		14
67.21		20
71.06		11
50.84		24
27.64		25
31.86		16
26.00		33
23.16		32
17.34		33
27.03		25
24.30		29
29.68		29
25.32		24
16.39		18
23.61		27
19.42		27
29.95		24
15.18		32
17.69		24
15.03		16
13.72		23
16.75		20
18.91		34
21.99		27
20.03		27
23.08		25
21.66		33
29.13		24
22.36		28
16.96		27
18.25		23
19.49		23
22.23		26
20.50		26
29.39		27
20.73		30
21.45		32
15.56		26
13.47		26
25.00		38
18.96		27
27.01		24
21.34		45
16.60		32
22.68		18
17.42		19
11.17		31
28.50		17
19.34		20
23.09		36
24.17		39
18.29		27
48.09		26
123.29		9
33864.05		5
49354.66		5
103376.16		4
157299.21		7
288239.87		8
669019.58		7
580810.05		8
685296.71		8
1647916.48		8
1457590.55		10
1316697.51		12
2267782.33		10
1433214.15		12
1329659.59		8
2130072.60		10
1272006.52		8
1557742.16		6
726046.78		3
411237.75		2
312201.31		3
56818.45		2
5601.55		32
2874.44		59
3156.53		47
6391.24		57
13994.11		62
37758.54		63
22395.49		60
27451.47		63
10405.52		62
20451.20		70
22516.07		65
37645.34		70
33203.89		67
59287.40		68
34875.18		70
44249.68		67
30982.02		70
19946.60		71
21401.15		69
13799.73		76
3096.68		65
1584.00		59
1359.60		50
207.55		40
157.15		28
70.15		26
61.29		25
56.51		23
82.13		10
35.46		11
30.07		32
23.33		28
27.01		23
15.74		29
14.38		21
30.36		29
26.04		28
17.73		26
20.88		21
22.79		33
16.08		25
19.26		27
14.99		25
12.57		40
14.74		29
15.33		30
15.09		31
14.89		27
21.99		26
15.82		27
26.91		17
18.09		25
15.51		35
15.11		32
18.67		24
23.21		25
17.66		34
16.31		34
14.74		32
23.47		26
18.48		24
25.12		26
18.76		25
14.56		30
15.75		29
17.15		27
20.90		25
17.64		31
20.51		30
14.48		33
21.93		28
27.27		30
15.26		29
16.20		23
25.09		22
18.48		29
13.75		29
15.68		29
9.21		39
22.84		31
14.07		23
17.39		22
19.07		29
51.92		10
786.58		6
35256.44		5
60557.96		7
111713.07		7
180962.50		7
503533.44		9
465469.07		6
547338.40		8
1272463.77		8
1110747.08		8
976414.35		11
1358044.37		10
1036652.17		10
976335.35		10
812770.26		14
1314104.54		11
717596.92		9
526248.68		5
337850.40		1
207439.04		3
90364.86		3
10346.32		9
3874.58		41
3551.94		53
3193.20		59
10701.21		66
13279.47		68
5102.44		57
9141.24		62
47718.86		69
35729.98		69
49759.36		66
26408.94		63
40618.52		69
29547.87		67
63905.46		73
70677.30		65
37814.27		67
41240.06		69
19567.37		71
25214.75		63
13889.25		71
17616.65		64
9777.05		67
6915.24		56
1991.31		41
512.02		33
736.24		22
295.86		10
228.24		13
351.98		6
253.07		5
76.99		22
22.79		24
12.92		31
29.78		31
21.63		33
18.68		25
15.10		27
17.88		25
14.21		28
10.16		23
16.84		31
21.07		44
16.93		35
13.73		34
16.27		33
16.99		23
10.05		28
15.47		35
19.97		34
14.90		26
20.75		44
24.26		29
20.81		30
20.72		20
18.20		32
14.85		31
13.92		33
15.68		20
14.27		23
10.92		25
19.78		31
10.55		35
14.62		36
16.99		23
13.89		29
9.27		30
10.03		31
9.77		33
14.34		18
15.14		27
9.58		31
10.08		26
15.67		34
23.76		25
14.85		30
15.52		28
13.66		23
33.25		11
10.38		25
15.47		25
24.04		29
21.71		21
19.20		19
21.30		29
19.99		20
18.58		19
17.45		21
22.24		35
14.48		27
18.95		28
21.32		29
201.13		14
10327.41		2
63527.55		4
109712.94		6
285920.16		8
761351.97		7
839141.52		8
962939.07		6
2113504.70		6
2104793.89		9
2203135.53		12
3160559.17		9
2176921.39		12
2132197.21		13
3236039.70		13
1938711.41		13
1289854.33		12
1085199.82		7
1039532.36		7
618616.65		2
182805.05		3
16916.93		20
3962.62		57
5313.41		54
8465.47		47
21560.59		47
14703.91		66
19839.26		64
23769.94		67
42498.30		68
43212.60		65
39550.66		64
23839.06		63
20162.89		66
22055.93		65
20409.46		62
17394.22		66
20992.61		67
17295.48		68
14753.96		70
17005.28		66
13811.46		60
24797.91		70
14858.37		70
12139.52		69
7591.77		64
2904.08		70
356.70		52
67.63		35
497.29		10
461.28		11
89.88		25
64.22		15
23.73		23
29.30		15
24.93		25
20.65		30
17.46		24
16.71		32
15.17		35
12.44		31
15.63		27
10.67		29
18.14		27
14.52		31
16.01		31
16.36		28
19.26		20
10.83		25
18.03		27
11.29		24
18.27		33
15.06		18
14.36		27
18.72		25
23.51		19
23.74		15
22.60		30
18.06		25
15.67		27
21.67		30
17.02		25
12.35		26
12.85		28
13.93		28
24.37		22
13.77		22
24.05		27
21.72		23
28.57		21
15.14		33
19.04		30
11.69		25
17.06		20
11.62		33
23.01		26
15.56		31
19.56		30
22.88		22
17.07		30
20.38		26
27.35		38
27.49		20
16.18		20
19.06		32
15.34		20
10.98		19
12.44		17
12.69		20
17.32		25
15.21		14
14.58		29
16.36		23
15.12		26
16.65		22
16.61		25
17.77		30
13.29		28
23.96		26
15.95		35
22.23		22
20.22		40
16.80		32
15.65		21
17.94		29
15.65		19
15.59		20
18.64		34
14.80		24
19.16		37
19.48		23
18.86		33
18.87		16
23.89		25
20.38		28
20.57		20
15.79		27
10.83		44
37.71		27
1609.92		2
4422.78		2
10368.76		4
25667.27		4
23471.14		6
22064.73		6
29246.81		4
31378.82		4
22637.02		4
19167.93		4
28028.62		5
118007.14		6
195969.22		4
176076.08		7
252613.21		3
201567.57		7
195177.30		8
178100.75		9
295151.49		10
197174.99		9
142065.48		8
164281.10		11
206724.51		9
138481.33		9
101832.66		10
122406.61		5
76739.76		7
68820.15		6
58518.01		8
60319.69		10
52939.11		6
31178.74		5
21216.40		6
19515.37		4
13246.09		3
6683.40		4
3877.88		4
2821.38		9
1040.89		2
490.01		3
198.23		19
96.68		12
57.98		22
36.08		15
30.12		20
34.22		25
24.58		19
29.18		11
29.40		31
26.14		38
21.31		26
30.91		21
22.78		17
24.02		28
14.85		34
28.48		28
23.87		27
24.35		16
38.86		22
22.36		13
37.71		22
17.82		23
24.35		25
24.36		28
18.64		25
17.28		21
24.90		24
25.75		26
19.29		24
18.83		32
27.78		25
27.13		31
17.12		26
14.16		25
13.88		19
20.27		28
20.06		29
22.09		24
19.56		42
18.09		23
18.17		31
21.35		29
14.73		21
19.84		19
20.69		25
18.41		33
22.75		21
12.62		30
18.58		23
19.50		23
25.35		24
21.37		18
13.87		21
13.46		29
18.81		25
20.10		19
15.19		15
18.01		28
16.82		24
17.12		23
26.46		27
16.60		28
53.61		17
477.10		8
7331.61		3
8957.31		3
23178.41		7
29841.73		4
24798.94		6
28156.35		7
47470.01		6
53871.07		6
35458.99		5
44855.78		9
345381.68		8
399882.21		8
349490.97		8
406802.71		9
481060.83		7
361880.77		10
285490.39		11
458471.40		10
289176.13		8
238286.94		10
210465.88		12
308263.22		11
183107.01		10
130515.30		13
113441.85		10
147534.25		10
86968.65		8
61070.74		10
53609.91		10
64703.90		6
39472.33		5
28119.62		6
14658.52		3
15516.87		2
9776.27		3
5679.95		3
3922.36		2
993.41		4
371.68		3
171.90		6
88.08		8
38.28		17
33.45		33
25.25		23
27.99		30
19.82		17
16.69		18
20.94		21
20.10		31
22.61		23
15.62		27
15.57		30
19.96		25
24.42		22
24.36		16
17.24		28
16.37		30
18.60		25
14.89		28
20.84		26
21.40		23
25.87		30
21.54		28
8.40		27
18.43		15
23.13		31
18.87		28
28.31		22
28.83		24
21.65		26
10.86		28
16.44		22
17.65		24
13.96		24
16.93		27
17.36		31
14.28		23
6.66		19
11.07		32
10.65		23
14.44		34
19.67		32
17.23		22
18.24		23
25.23		23
21.41		44
20.18		33
15.47		27
20.76		26
26.13		26
22.73		32
14.80		32
13.33		26
14.30		25
18.26		35
14.74		29
18.26		26
16.03		32
14.33		32
13.97		33
13.30		36
12.31		25
16.45		40
12.76		40
13.40		32
16.74		28
18.43		18
20.95		40
30.24		27
13.50		28
18.18		19
14.70		35
13.47		33
16.49		13
19.90		23
497.74		12
7187.96		3
11751.88		5
21959.16		8
39945.04		7
35434.98		7
33505.96		4
50326.68		8
61956.32		7
179009.41		7
303248.63		5
602635.73		9
413762.69		11
309398.84		9
417259.36		8
313489.76		9
271153.12		9
196374.24		9
295896.92		10
193553.88		8
198302.56		8
161219.04		8
278904.15		9
184068.63		5
142779.98		10
122763.49		9
167274.69		9
95820.12		8
64032.89		7
55036.49		7
62269.03		9
37076.66		6
20812.85		6
14568.75		4
11205.60		3
5655.61		0
2732.33		3
1479.20		2
321.32		3
77.71		5
28.70		15
29.77		21
33.99		21
31.10		16
24.75		20
14.56		31
24.70		28
23.27		25
21.62		28
22.29		21
27.39		23
18.97		29
19.45		30
21.39		28
12.36		20
15.59		34
20.00		25
17.23		31
12.55		25
19.09		24
15.55		30
14.28		27
12.95		27
15.73		31
21.41		27
20.17		24
14.12		25
13.62		39
18.89		28
11.17		44
14.85		27
10.35		30
16.16		27
17.06		35
19.42		26
18.27		28
16.08		24
16.08		22
24.74		33
21.15		26
10.95		27
11.44		17
13.76		20
19.60		25
9.95		19
16.35		31
16.77		29
16.21		29
16.78		27
20.29		27
13.81		19
16.37		26
14.57		21
15.32		34
13.28		22
21.09		32
14.65		19
23.33		17
17.81		30
14.60		30
16.06		17
11.37		28
17.84		25
20.07		23
11.99		29
135.16		12
2260.75		3
9611.95		4
17872.69		7
20687.38		5
26126.51		7
43109.45		6
51180.31		6
35569.57		8
39442.84		8
172542.47		6
384712.77		7
422862.10		11
528720.00		11
708810.88		13
529526.02		8
423818.51		11
686206.01		11
432128.78		8
340219.60		10
376845.62		10
420826.01		7
251938.95		6
192128.62		5
270720.54		2
147574.11		2
99962.48		3
93778.70		2
71592.27		3
43886.10		1
23441.86		2
25941.61		3
17331.98		2
8756.38		2
6714.20		2
3670.90		2
2305.97		1
426.98		7
150.88		8
62.81		9
44.93		13
37.14		14
29.98		26
18.31		16
13.83		22
16.38		26
25.15		24
32.60		25
24.51		30
16.74		25
13.89		22
12.92		20
14.28		21
12.35		23
17.36		35
13.08		24
22.86		19
16.45		28
14.75		23
15.18		21
23.01		34
17.62		29
11.86		37
15.81		31
12.40		25
12.95		23
20.49		19
15.91		26
6.12		24
11.32		24
21.98		31
18.77		30
18.00		26
14.16		34
16.09		19
12.21		32
12.65		21
11.04		27
14.18		24
14.56		32
16.42		28
17.60		30
13.30		26
33.07		24
21.52		16
16.36		35
16.32		23
13.23		33
10.76		28
14.84		34
21.65		27
20.31		26
17.10		22
9.18		33
15.30		25
14.88		33
17.67		25
16.51		20
19.32		26
13.74		34
16.54		27
15.85		26
29.18		19
19.26		32
32.47		22
13.65		19
23.06		26
23.26		27
21.66		22
16.73		20
13.16		38
12.48		29
11.43		21
19.20		23
15.24		28
20.20		24
15.39		29
27.30		28
25.09		23
27.54		31
13.95		23
18.55		22
19.48		28
16.72		26
17.10		25
17.25		23
14.90		29
13.21		24
29.29		33
24.28		34
17.14		19
18.78		16
16.90		29
16.65		34
17.51		27
19.22		26
9.73		19
15.67		24
26.71		16
17.01		33
16.45		23
18.43		26
11.05		24
11.13		26
20.95		30
15.66		32
20.19		21
15.83		30
19.76		26
21.59		40
19.58		28
20.14		33
20.46		35
17.41		29
23.23		34
22.10		26
24.53		34
13.16		33
14.97		35
17.94		19
14.89		16
19.34		27
27.29		32
15.64		35
16.73		30
14.34		31
17.22		25
17.21		25
16.31		29
18.96		21
22.54		22
19.85		29
18.24		28
21.58		29
19.64		24
16.27		28
12.67		31
19.81		29
21.18		23
26.18		29
21.87		30
22.44		26
27.97		27
27.27		17
9.60		31
20.33		20
18.87		22
19.32		36
15.91		28
13.22		34
13.12		26
20.49		40
12.96		27
13.
